0.8,96.0,100.0,98.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,100.0,99.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,100.0,100.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,100.0,101.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,100.0,102.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,100.0,103.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,100.0,104.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,101.0,98.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,101.0,99.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,101.0,100.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,101.0,101.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,101.0,102.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,101.0,103.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,101.0,104.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,102.0,98.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,102.0,99.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,102.0,100.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,102.0,101.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,102.0,102.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,102.0,103.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,102.0,104.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,103.0,98.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,103.0,99.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,103.0,100.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,103.0,101.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,103.0,102.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,103.0,103.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,103.0,104.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,104.0,98.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,104.0,99.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,104.0,100.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,104.0,101.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,104.0,102.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,104.0,103.0,97.0,0.0,645.6669,1.2913338
0.8,96.0,104.0,104.0,97.0,0.0,645.6669,1.2913338
