1640995500000,46321.34
1640995800000,46369.79
1640996100000,46332.52
1640996400000,46295.42
1640996700000,46395.53
1640997000000,46375.42
1640997300000,46443.65
1640997600000,46530.71
1640997900000,46610.81
1640998200000,46693.75
1640998500000,46659.66
1640998800000,46656.14
1640999100000,46582.67
1640999400000,46675.0
1640999700000,46766.99
1641000000000,46876.82
1641000300000,46846.04
1641000600000,46815.34
1641000900000,46845.06
1641001200000,46798.2
1641001500000,46768.11
1641001800000,46769.61
1641002100000,46819.12
1641002400000,46778.14
1641002700000,46823.96
1641003000000,46816.14
1641003300000,46845.98
1641003600000,46914.5
1641003900000,46841.58
1641004200000,46826.0
1641004500000,46788.59
1641004800000,46763.99
1641005100000,46775.9
1641005400000,46809.59
1641005700000,46825.16
1641006000000,46811.77
1641006300000,46791.99
1641006600000,46830.99
1641006900000,46826.11
1641007200000,46888.08
1641007500000,46791.02
1641007800000,46809.16
1641008100000,46853.73
1641008400000,46846.74
1641008700000,46867.98
1641009000000,46825.25
1641009300000,46863.64
1641009600000,46813.21
1641009900000,46864.26
1641010200000,46840.99
1641010500000,46648.04
1641010800000,46632.61
1641011100000,46662.1
1641011400000,46708.13
1641011700000,46667.0
1641012000000,46696.68
1641012300000,46734.52
1641012600000,46819.1
1641012900000,46802.24
1641013200000,46711.05
1641013500000,46700.18
1641013800000,46682.91
1641014100000,46780.0
1641014400000,46819.99
1641014700000,47439.06
1641015000000,47379.13
1641015300000,47476.78
1641015600000,47471.95
1641015900000,47300.01
1641016200000,47240.73
1641016500000,47266.38
1641016800000,47192.56
1641017100000,47111.0
1641017400000,47269.3
1641017700000,47307.03
1641018000000,47199.5
1641018300000,47177.93
1641018600000,47130.37
1641018900000,47144.42
1641019200000,47143.12
1641019500000,47158.02
1641019800000,47072.35
1641020100000,47042.56
1641020400000,46979.61
1641020700000,47044.24
1641021000000,46957.2
1641021300000,46990.23
1641021600000,47041.44
1641021900000,46980.0
1641022200000,46959.61
1641022500000,46992.68
1641022800000,47059.54
1641023100000,47096.69
1641023400000,47094.65
1641023700000,47155.83
1641024000000,47194.73
1641024300000,47153.78
1641024600000,47092.03
1641024900000,47151.37
1641025200000,47288.48
1641025500000,47241.09
1641025800000,47305.23
1641026100000,47207.14
1641026400000,47167.09
1641026700000,47210.18
1641027000000,47185.83
1641027300000,47124.61
1641027600000,47124.82
1641027900000,47116.97
1641028200000,47179.74
1641028500000,47205.77
1641028800000,47137.97
1641029100000,47111.75
1641029400000,47094.74
1641029700000,47071.59
1641030000000,46995.15
1641030300000,46988.46
1641030600000,47068.52
1641030900000,47049.44
1641031200000,47143.98
1641031500000,47221.55
1641031800000,47166.01
1641032100000,47111.11
1641032400000,47055.6
1641032700000,47040.06
1641033000000,46874.26
1641033300000,46752.45
1641033600000,46829.45
1641033900000,46979.5
1641034200000,46937.98
1641034500000,46960.42
1641034800000,46871.09
1641035100000,46940.3
1641035400000,46915.0
1641035700000,46925.2
1641036000000,46994.99
1641036300000,46928.6
1641036600000,46956.78
1641036900000,46896.12
1641037200000,46939.05
1641037500000,46946.36
1641037800000,46956.93
1641038100000,46804.54
1641038400000,46758.87
1641038700000,46798.81
1641039000000,46925.99
1641039300000,46990.14
1641039600000,46946.96
1641039900000,46935.16
1641040200000,46959.51
1641040500000,47043.85
1641040800000,47035.8
1641041100000,47008.32
1641041400000,47099.99
1641041700000,47081.3
1641042000000,47074.05
1641042300000,47038.06
1641042600000,47041.88
1641042900000,47141.51
1641043200000,47150.84
1641043500000,47080.01
1641043800000,47022.59
1641044100000,46983.82
1641044400000,47048.04
1641044700000,47067.1
1641045000000,47011.61
1641045300000,46972.15
1641045600000,47023.24
1641045900000,47018.73
1641046200000,46979.49
1641046500000,46969.73
1641046800000,47000.08
1641047100000,47080.8
1641047400000,47024.11
1641047700000,46898.82
1641048000000,46896.95
1641048300000,46904.67
1641048600000,46882.39
1641048900000,46951.4
1641049200000,46920.01
1641049500000,46951.76
1641049800000,46963.89
1641050100000,46953.79
1641050400000,46960.0
1641050700000,46982.58
1641051000000,47026.83
1641051300000,47328.25
1641051600000,47394.63
1641051900000,47342.12
1641052200000,47195.34
1641052500000,47203.87
1641052800000,47219.04
1641053100000,47270.31
1641053400000,47342.53
1641053700000,47428.34
1641054000000,47391.25
1641054300000,47373.57
1641054600000,47480.46
1641054900000,47450.57
1641055200000,47423.94
1641055500000,47421.78
1641055800000,47336.37
1641056100000,47269.24
1641056400000,47268.61
1641056700000,47332.5
1641057000000,47300.0
1641057300000,47246.04
1641057600000,47280.87
1641057900000,47255.72
1641058200000,47330.45
1641058500000,47439.44
1641058800000,47747.45
1641059100000,47846.03
1641059400000,47770.01
1641059700000,47771.96
1641060000000,47754.47
1641060300000,47689.99
1641060600000,47815.0
1641060900000,47742.16
1641061200000,47658.03
1641061500000,47687.26
1641061800000,47637.43
1641062100000,47499.08
1641062400000,47483.98
1641062700000,47468.81
1641063000000,47513.39
1641063300000,47481.01
1641063600000,47560.54
1641063900000,47578.51
1641064200000,47533.72
1641064500000,47508.61
1641064800000,47452.23
1641065100000,47379.85
1641065400000,47388.84
1641065700000,47360.23
1641066000000,47323.5
1641066300000,47321.34
1641066600000,47325.13
1641066900000,47305.99
1641067200000,47329.79
1641067500000,47319.87
1641067800000,47347.1
1641068100000,47322.15
1641068400000,47329.16
1641068700000,47393.41
1641069000000,47412.36
1641069300000,47521.69
1641069600000,47444.59
1641069900000,47393.78
1641070200000,47388.65
1641070500000,47383.46
1641070800000,47391.82
1641071100000,47397.86
1641071400000,47398.42
1641071700000,47509.55
1641072000000,47446.6
1641072300000,47412.0
1641072600000,47366.33
1641072900000,47418.34
1641073200000,47441.69
1641073500000,47445.59
1641073800000,47306.07
1641074100000,47284.01
1641074400000,47319.66
1641074700000,47350.0
1641075000000,47308.69
1641075300000,47262.7
1641075600000,47294.91
1641075900000,47338.54
1641076200000,47388.26
1641076500000,47389.66
1641076800000,47472.72
1641077100000,47448.29
1641077400000,47470.0
1641077700000,47467.94
1641078000000,47440.74
1641078300000,47342.96
1641078600000,47374.45
1641078900000,47334.33
1641079200000,47425.25
1641079500000,47454.44
1641079800000,47428.91
1641080100000,47479.91
1641080400000,47543.9
1641080700000,47498.17
1641081000000,47571.37
1641081300000,47687.26
1641081600000,47722.66
1641081900000,47672.35
1641082200000,47580.01
1641082500000,47517.63
1641082800000,47425.81
1641083100000,47532.4
1641083400000,47544.7
1641083700000,47618.34
1641084000000,47646.56
1641084300000,47641.55
1641084600000,47669.5
1641084900000,47636.32
1641085200000,47625.29
1641085500000,47550.8
1641085800000,47517.43
1641086100000,47442.34
1641086400000,47447.77
1641086700000,47462.27
1641087000000,47455.22
1641087300000,47428.18
1641087600000,47395.0
1641087900000,47388.64
1641088200000,47366.43
1641088500000,47344.36
1641088800000,47377.97
1641089100000,47376.01
1641089400000,47392.81
1641089700000,47438.08
1641090000000,47422.7
1641090300000,47399.17
1641090600000,47326.08
1641090900000,47306.16
1641091200000,47399.98
1641091500000,47370.4
1641091800000,47375.31
1641092100000,47399.99
1641092400000,47370.49
1641092700000,47387.83
1641093000000,47377.99
1641093300000,47295.81
1641093600000,47279.5
1641093900000,47347.73
1641094200000,47382.71
1641094500000,47449.99
1641094800000,47420.63
1641095100000,47406.18
1641095400000,47282.85
1641095700000,47323.06
1641096000000,47329.47
1641096300000,47343.42
1641096600000,47396.1
1641096900000,47381.64
1641097200000,47303.93
1641097500000,47313.37
1641097800000,47305.87
1641098100000,47347.34
1641098400000,47368.56
1641098700000,47159.47
1641099000000,46949.93
1641099300000,46809.25
1641099600000,46910.3
1641099900000,46924.36
1641100200000,46962.85
1641100500000,46882.49
1641100800000,46939.24
1641101100000,46951.67
1641101400000,46945.26
1641101700000,47012.43
