0.6,105.0,102.0,34.0,283.84195,298.7692,1.1652223
0.6,104.0,102.0,34.0,283.84195,295.14944,1.1579828
0.4,105.0,103.0,34.0,243.18318,332.58496,1.1515362
0.4,105.0,104.0,34.0,292.98508,282.58496,1.1511401
0.4,105.0,105.0,34.0,292.98508,282.58496,1.1511401
0.6,104.0,103.0,34.0,327.5789,246.84805,1.1488539
0.6,104.0,104.0,34.0,327.5789,246.84805,1.1488539
0.6,104.0,105.0,34.0,327.5789,246.84805,1.1488539
0.6,103.0,103.0,34.0,234.85521,338.81717,1.1473447
0.6,103.0,104.0,34.0,234.85521,338.81717,1.1473447
0.6,103.0,105.0,34.0,234.85521,338.81717,1.1473447
0.6,103.0,102.0,34.0,234.85521,336.3489,1.1424083
0.4,104.0,103.0,34.0,193.65599,375.22998,1.137772
0.4,104.0,104.0,34.0,193.65599,375.22998,1.137772
0.4,104.0,105.0,34.0,193.65599,375.22998,1.137772
0.4,105.0,102.0,34.0,193.65599,374.45276,1.1362175
0.4,104.0,102.0,34.0,193.65599,370.90466,1.1291213
0.6,105.0,103.0,34.0,465.1005,96.055756,1.1223125
0.6,105.0,104.0,34.0,465.1005,96.055756,1.1223125
0.6,105.0,105.0,34.0,465.1005,96.055756,1.1223125
0.4,103.0,103.0,34.0,144.66925,415.14807,1.1196346
0.4,103.0,104.0,34.0,144.66925,415.14807,1.1196346
0.4,103.0,105.0,34.0,144.66925,415.14807,1.1196346
0.4,105.0,101.0,38.0,461.52005,96.91522,1.1168706
0.4,103.0,102.0,34.0,144.66925,413.57043,1.1164794
0.4,104.0,101.0,38.0,461.52005,95.34613,1.1137325
0.4,103.0,101.0,38.0,461.52005,92.81238,1.1086648
0.4,105.0,103.0,33.0,196.06924,357.2453,1.1066291
0.4,105.0,104.0,33.0,245.87114,307.2453,1.1062329
0.4,105.0,105.0,33.0,245.87114,307.2453,1.1062329
0.6,102.0,103.0,34.0,137.2999,415.71365,1.1060271
0.6,102.0,104.0,34.0,137.2999,415.71365,1.1060271
0.6,102.0,105.0,34.0,137.2999,415.71365,1.1060271
0.6,105.0,102.0,33.0,236.72801,315.90314,1.1052623
0.4,102.0,101.0,38.0,461.52005,90.94397,1.104928
0.6,102.0,102.0,34.0,137.2999,415.00894,1.1046177
0.6,104.0,102.0,33.0,236.72801,312.7965,1.0990491
0.4,105.0,103.0,35.0,456.86377,92.30977,1.0983471
0.4,105.0,104.0,35.0,456.86377,92.30977,1.0983471
0.4,105.0,105.0,35.0,456.86377,92.30977,1.0983471
0.6,103.0,103.0,33.0,187.74127,360.2873,1.0960572
0.6,103.0,104.0,33.0,187.74127,360.2873,1.0960572
0.6,103.0,105.0,33.0,187.74127,360.2873,1.0960572
0.6,105.0,103.0,32.0,188.69989,359.23016,1.0958601
0.6,105.0,104.0,32.0,238.50179,309.23016,1.0954639
0.6,105.0,105.0,32.0,238.50179,309.23016,1.0954639
0.4,104.0,103.0,33.0,146.54205,401.0979,1.0952799
0.4,104.0,104.0,33.0,146.54205,401.0979,1.0952799
0.4,104.0,105.0,33.0,146.54205,401.0979,1.0952799
0.6,104.0,103.0,33.0,280.46497,266.5199,1.0939697
0.6,104.0,104.0,33.0,280.46497,266.5199,1.0939697
0.6,104.0,105.0,33.0,280.46497,266.5199,1.0939697
0.8,105.0,102.0,34.0,447.8197,98.93872,1.0935168
0.6,103.0,102.0,33.0,187.74127,357.84552,1.0911735
0.8,104.0,102.0,34.0,447.8197,97.14221,1.0899239
0.4,105.0,102.0,33.0,146.54205,398.24872,1.0895815
0.4,105.0,101.0,37.0,463.37024,81.17465,1.0890899
0.4,105.0,102.0,35.0,456.86377,87.35164,1.0884308
0.6,104.0,103.0,32.0,139.17271,404.78223,1.0879099
