1.4000001,90.0,,29.502193,495.45828,1.0499209
1.2,90.0,,29.502193,488.85135,1.036707
1.0,90.0,,29.502193,485.3215,1.0296474
0.8,90.0,,29.502193,485.1075,1.0292194
1.8000002,90.0,,59.309887,450.7817,1.0201832
1.4000001,89.0,,29.502193,480.06747,1.0191393
0.6,90.0,,29.502193,479.0255,1.0170554
1.6000001,90.0,,59.309887,448.9434,1.0165066
1.2,89.0,,29.502193,476.18384,1.0113721
0.4,90.0,,29.502193,474.51035,1.008025
1.0,89.0,,29.502193,473.14218,1.0052887
0.8,89.0,,29.502193,471.2346,1.0014735
0.4,82.0,,0.0,500.0,1.0
0.4,81.0,,0.0,500.0,1.0
0.4,83.0,,0.0,500.0,1.0
0.4,84.0,,0.0,500.0,1.0
0.4,85.0,,0.0,500.0,1.0
0.4,80.0,,0.0,500.0,1.0
0.6,80.0,,0.0,500.0,1.0
0.6,81.0,,0.0,500.0,1.0
0.6,82.0,,0.0,500.0,1.0
0.6,83.0,,0.0,500.0,1.0
0.6,84.0,,0.0,500.0,1.0
0.6,85.0,,0.0,500.0,1.0
0.8,80.0,,0.0,500.0,1.0
0.8,81.0,,0.0,500.0,1.0
0.8,82.0,,0.0,500.0,1.0
0.8,83.0,,0.0,500.0,1.0
0.8,84.0,,0.0,500.0,1.0
0.8,85.0,,0.0,500.0,1.0
1.0,80.0,,0.0,500.0,1.0
1.0,81.0,,0.0,500.0,1.0
1.0,82.0,,0.0,500.0,1.0
1.0,83.0,,0.0,500.0,1.0
1.0,84.0,,0.0,500.0,1.0
1.0,85.0,,0.0,500.0,1.0
1.2,80.0,,0.0,500.0,1.0
1.2,81.0,,0.0,500.0,1.0
1.2,82.0,,0.0,500.0,1.0
1.2,83.0,,0.0,500.0,1.0
1.2,84.0,,0.0,500.0,1.0
1.2,85.0,,0.0,500.0,1.0
1.4000001,80.0,,0.0,500.0,1.0
1.4000001,81.0,,0.0,500.0,1.0
1.4000001,82.0,,0.0,500.0,1.0
1.4000001,83.0,,0.0,500.0,1.0
1.4000001,84.0,,0.0,500.0,1.0
1.4000001,85.0,,0.0,500.0,1.0
1.6000001,80.0,,0.0,500.0,1.0
1.6000001,81.0,,0.0,500.0,1.0
1.6000001,82.0,,0.0,500.0,1.0
1.6000001,83.0,,0.0,500.0,1.0
1.6000001,84.0,,0.0,500.0,1.0
1.6000001,85.0,,0.0,500.0,1.0
1.8000002,80.0,,0.0,500.0,1.0
1.8000002,81.0,,0.0,500.0,1.0
1.8000002,82.0,,0.0,500.0,1.0
1.8000002,83.0,,0.0,500.0,1.0
1.8000002,84.0,,0.0,500.0,1.0
1.8000002,85.0,,0.0,500.0,1.0
2.0000002,80.0,,0.0,500.0,1.0
2.0000002,81.0,,0.0,500.0,1.0
2.0000002,82.0,,0.0,500.0,1.0
2.0000002,83.0,,0.0,500.0,1.0
2.0000002,84.0,,0.0,500.0,1.0
2.0000002,85.0,,0.0,500.0,1.0
2.2000003,80.0,,0.0,500.0,1.0
2.2000003,81.0,,0.0,500.0,1.0
2.2000003,82.0,,0.0,500.0,1.0
2.2000003,83.0,,0.0,500.0,1.0
2.2000003,84.0,,0.0,500.0,1.0
2.2000003,85.0,,0.0,500.0,1.0
2.4000003,80.0,,0.0,500.0,1.0
2.4000003,81.0,,0.0,500.0,1.0
2.4000003,82.0,,0.0,500.0,1.0
2.4000003,83.0,,0.0,500.0,1.0
2.4000003,84.0,,0.0,500.0,1.0
2.4000003,85.0,,0.0,500.0,1.0
2.6000004,80.0,,0.0,500.0,1.0
2.6000004,81.0,,0.0,500.0,1.0
2.6000004,82.0,,0.0,500.0,1.0
2.6000004,83.0,,0.0,500.0,1.0
2.6000004,84.0,,0.0,500.0,1.0
2.6000004,85.0,,0.0,500.0,1.0
2.8000004,80.0,,0.0,500.0,1.0
2.8000004,81.0,,0.0,500.0,1.0
2.8000004,82.0,,0.0,500.0,1.0
2.8000004,83.0,,0.0,500.0,1.0
2.8000004,84.0,,0.0,500.0,1.0
2.8000004,85.0,,0.0,500.0,1.0
3.0000005,80.0,,0.0,500.0,1.0
